period,None,D0,D1,D2,D3,D4
2004-02-24,100.00,0.00,0.00,0.00,0.00,0.00
2004-03-02,7.79,92.21,0.00,0.00,0.00,0.00
2004-03-09,0.00,100.00,0.00,0.00,0.00,0.00
2004-03-16,0.00,100.00,0.00,0.00,0.00,0.00
2004-03-23,0.00,100.00,0.00,0.00,0.00,0.00
2004-03-30,0.00,100.00,0.00,0.00,0.00,0.00
2004-04-06,100.00,0.00,0.00,0.00,0.00,0.00
2004-04-13,100.00,0.00,0.00,0.00,0.00,0.00
2004-04-20,100.00,0.00,0.00,0.00,0.00,0.00
2004-04-27,100.00,0.00,0.00,0.00,0.00,0.00
2004-05-04,100.00,0.00,0.00,0.00,0.00,0.00
2004-05-11,100.00,0.00,0.00,0.00,0.00,0.00
2004-05-18,100.00,0.00,0.00,0.00,0.00,0.00
2004-05-25,100.00,0.00,0.00,0.00,0.00,0.00
2004-06-01,100.00,0.00,0.00,0.00,0.00,0.00
2004-06-08,100.00,0.00,0.00,0.00,0.00,0.00
2004-06-15,100.00,0.00,0.00,0.00,0.00,0.00
2004-06-22,100.00,0.00,0.00,0.00,0.00,0.00
2004-06-29,100.00,0.00,0.00,0.00,0.00,0.00
2004-07-06,100.00,0.00,0.00,0.00,0.00,0.00
2004-07-13,100.00,0.00,0.00,0.00,0.00,0.00
2004-07-20,100.00,0.00,0.00,0.00,0.00,0.00
2004-07-27,100.00,0.00,0.00,0.00,0.00,0.00
2004-08-03,100.00,0.00,0.00,0.00,0.00,0.00
2004-08-10,100.00,0.00,0.00,0.00,0.00,0.00
2004-08-17,100.00,0.00,0.00,0.00,0.00,0.00
2004-08-24,100.00,0.00,0.00,0.00,0.00,0.00
2004-08-31,100.00,0.00,0.00,0.00,0.00,0.00
2004-09-07,100.00,0.00,0.00,0.00,0.00,0.00
2004-09-14,100.00,0.00,0.00,0.00,0.00,0.00
2004-09-21,100.00,0.00,0.00,0.00,0.00,0.00
2004-09-28,100.00,0.00,0.00,0.00,0.00,0.00
2004-10-05,100.00,0.00,0.00,0.00,0.00,0.00
2004-10-12,100.00,0.00,0.00,0.00,0.00,0.00
2004-10-19,100.00,0.00,0.00,0.00,0.00,0.00
2004-10-26,100.00,0.00,0.00,0.00,0.00,0.00
2004-11-02,100.00,0.00,0.00,0.00,0.00,0.00
2004-11-09,100.00,0.00,0.00,0.00,0.00,0.00
2004-11-16,100.00,0.00,0.00,0.00,0.00,0.00
2004-11-23,100.00,0.00,0.00,0.00,0.00,0.00
2004-11-30,100.00,0.00,0.00,0.00,0.00,0.00
2004-12-07,100.00,0.00,0.00,0.00,0.00,0.00
2004-12-14,100.00,0.00,0.00,0.00,0.00,0.00
2004-12-21,100.00,0.00,0.00,0.00,0.00,0.00
2004-12-28,100.00,0.00,0.00,0.00,0.00,0.00
2005-01-04,100.00,0.00,0.00,0.00,0.00,0.00
2005-01-11,100.00,0.00,0.00,0.00,0.00,0.00
2005-01-18,100.00,0.00,0.00,0.00,0.00,0.00
2005-01-25,100.00,0.00,0.00,0.00,0.00,0.00
2005-02-01,100.00,0.00,0.00,0.00,0.00,0.00
2005-02-08,100.00,0.00,0.00,0.00,0.00,0.00
2005-02-15,100.00,0.00,0.00,0.00,0.00,0.00
2005-02-22,100.00,0.00,0.00,0.00,0.00,0.00
2005-03-01,100.00,0.00,0.00,0.00,0.00,0.00
2005-03-08,100.00,0.00,0.00,0.00,0.00,0.00
2005-03-15,100.00,0.00,0.00,0.00,0.00,0.00
2005-03-22,100.00,0.00,0.00,0.00,0.00,0.00
2005-03-29,100.00,0.00,0.00,0.00,0.00,0.00
2005-04-05,100.00,0.00,0.00,0.00,0.00,0.00
2005-04-12,100.00,0.00,0.00,0.00,0.00,0.00
2005-04-19,100.00,0.00,0.00,0.00,0.00,0.00
2005-04-26,100.00,0.00,0.00,0.00,0.00,0.00
2005-05-03,95.86,4.14,0.00,0.00,0.00,0.00
2005-05-10,100.00,0.00,0.00,0.00,0.00,0.00
2005-05-17,100.00,0.00,0.00,0.00,0.00,0.00
2005-05-24,100.00,0.00,0.00,0.00,0.00,0.00
2005-05-31,100.00,0.00,0.00,0.00,0.00,0.00
2005-06-07,100.00,0.00,0.00,0.00,0.00,0.00
2005-06-14,100.00,0.00,0.00,0.00,0.00,0.00
2005-06-21,100.00,0.00,0.00,0.00,0.00,0.00
2005-06-28,0.00,100.00,0.00,0.00,0.00,0.00
2005-07-05,0.00,100.00,100.00,0.00,0.00,0.00
2005-07-12,0.00,100.00,100.00,90.44,0.00,0.00
2005-07-19,0.00,100.00,100.00,0.00,0.00,0.00
2005-07-26,0.00,100.00,0.00,0.00,0.00,0.00
2005-08-02,0.00,100.00,0.00,0.00,0.00,0.00
2005-08-09,0.00,100.00,0.00,0.00,0.00,0.00
2005-08-16,0.00,100.00,0.00,0.00,0.00,0.00
2005-08-23,0.00,100.00,0.00,0.00,0.00,0.00
2005-08-30,0.00,100.00,0.00,0.00,0.00,0.00
2005-09-06,0.00,100.00,0.00,0.00,0.00,0.00
2005-09-13,0.00,100.00,0.00,0.00,0.00,0.00
2005-09-20,0.00,100.00,0.00,0.00,0.00,0.00
2005-09-27,0.00,100.00,0.00,0.00,0.00,0.00
2005-10-04,0.00,100.00,0.00,0.00,0.00,0.00
2005-10-11,0.00,100.00,14.52,0.00,0.00,0.00
2005-10-18,99.87,0.13,0.00,0.00,0.00,0.00
2005-10-25,99.87,0.13,0.00,0.00,0.00,0.00
2005-11-01,99.87,0.13,0.00,0.00,0.00,0.00
2005-11-08,99.87,0.13,0.00,0.00,0.00,0.00
2005-11-15,0.00,100.00,54.11,0.00,0.00,0.00
2005-11-22,0.00,100.00,54.11,0.89,0.00,0.00
2005-11-29,19.81,80.19,18.34,0.00,0.00,0.00
2005-12-06,19.81,80.19,18.34,0.00,0.00,0.00
2005-12-13,0.00,100.00,18.34,0.00,0.00,0.00
2005-12-20,0.00,100.00,1.01,0.00,0.00,0.00
2005-12-27,0.00,100.00,1.01,0.00,0.00,0.00
2006-01-03,0.00,100.00,0.11,0.00,0.00,0.00
2006-01-10,0.00,100.00,100.00,0.00,0.00,0.00
2006-01-17,0.00,100.00,100.00,0.00,0.00,0.00
2006-01-24,0.00,100.00,100.00,0.00,0.00,0.00
2006-01-31,0.00,100.00,100.00,60.28,0.00,0.00
2006-02-07,0.00,100.00,100.00,60.28,0.00,0.00
2006-02-14,0.00,100.00,100.00,100.00,0.00,0.00
2006-02-21,0.00,100.00,100.00,100.00,57.94,0.00
2006-02-28,0.00,100.00,100.00,100.00,57.94,0.00
2006-03-07,0.00,100.00,100.00,100.00,57.94,0.00
2006-03-14,0.00,100.00,100.00,100.00,100.00,0.07
2006-03-21,0.00,100.00,100.00,100.00,100.00,0.07
2006-03-28,0.00,100.00,100.00,100.00,100.00,0.07
2006-04-04,0.00,100.00,100.00,100.00,100.00,0.07
2006-04-11,0.00,100.00,100.00,100.00,100.00,0.07
2006-04-18,0.00,100.00,100.00,100.00,100.00,0.07
2006-04-25,0.00,100.00,100.00,100.00,100.00,0.07
2006-05-02,0.00,100.00,100.00,100.00,100.00,0.07
2006-05-09,0.00,100.00,100.00,100.00,100.00,100.00
2006-05-16,0.00,100.00,100.00,100.00,100.00,100.00
2006-05-23,0.00,100.00,100.00,100.00,100.00,100.00
2006-05-30,0.00,100.00,100.00,100.00,55.33,23.80
2006-06-06,0.00,100.00,100.00,59.53,30.07,0.00
2006-06-13,0.00,100.00,100.00,59.53,23.17,0.00
2006-06-20,0.00,100.00,100.00,59.53,23.17,0.00
2006-06-27,0.00,100.00,100.00,59.53,23.17,0.00
2006-07-04,32.18,67.82,11.25,0.00,0.00,0.00
2006-07-11,100.00,0.00,0.00,0.00,0.00,0.00
2006-07-18,100.00,0.00,0.00,0.00,0.00,0.00
2006-07-25,100.00,0.00,0.00,0.00,0.00,0.00
2006-08-01,100.00,0.00,0.00,0.00,0.00,0.00
2006-08-08,100.00,0.00,0.00,0.00,0.00,0.00
2006-08-15,100.00,0.00,0.00,0.00,0.00,0.00
2006-08-22,99.43,0.57,0.00,0.00,0.00,0.00
2006-08-29,97.51,2.49,0.00,0.00,0.00,0.00
2006-09-05,97.51,2.49,0.00,0.00,0.00,0.00
2006-09-12,96.17,3.83,0.00,0.00,0.00,0.00
2006-09-19,99.06,0.94,0.00,0.00,0.00,0.00
2006-09-26,99.33,0.67,0.00,0.00,0.00,0.00
2006-10-03,97.50,2.50,0.00,0.00,0.00,0.00
2006-10-10,97.50,2.50,0.00,0.00,0.00,0.00
2006-10-17,100.00,0.00,0.00,0.00,0.00,0.00
2006-10-24,100.00,0.00,0.00,0.00,0.00,0.00
2006-10-31,100.00,0.00,0.00,0.00,0.00,0.00
2006-11-07,100.00,0.00,0.00,0.00,0.00,0.00
2006-11-14,100.00,0.00,0.00,0.00,0.00,0.00
2006-11-21,84.29,15.71,0.00,0.00,0.00,0.00
2006-11-28,37.05,62.95,0.00,0.00,0.00,0.00
2006-12-05,0.00,100.00,0.00,0.00,0.00,0.00
2006-12-12,0.00,100.00,0.00,0.00,0.00,0.00
2006-12-19,0.00,100.00,0.00,0.00,0.00,0.00
2006-12-26,0.00,100.00,0.00,0.00,0.00,0.00
2007-01-02,0.00,100.00,0.00,0.00,0.00,0.00
2007-01-09,0.00,100.00,0.00,0.00,0.00,0.00
2007-01-16,0.00,100.00,0.00,0.00,0.00,0.00
2007-01-23,0.00,100.00,0.00,0.00,0.00,0.00
2007-01-30,100.00,0.00,0.00,0.00,0.00,0.00
2007-02-06,100.00,0.00,0.00,0.00,0.00,0.00
2007-02-13,100.00,0.00,0.00,0.00,0.00,0.00
2007-02-20,100.00,0.00,0.00,0.00,0.00,0.00
2007-02-27,100.00,0.00,0.00,0.00,0.00,0.00
2007-03-06,100.00,0.00,0.00,0.00,0.00,0.00
2007-03-13,100.00,0.00,0.00,0.00,0.00,0.00
2007-03-20,100.00,0.00,0.00,0.00,0.00,0.00
2007-03-27,100.00,0.00,0.00,0.00,0.00,0.00
2007-04-03,100.00,0.00,0.00,0.00,0.00,0.00
2007-04-10,100.00,0.00,0.00,0.00,0.00,0.00
2007-04-17,100.00,0.00,0.00,0.00,0.00,0.00
2007-04-24,100.00,0.00,0.00,0.00,0.00,0.00
2007-05-01,100.00,0.00,0.00,0.00,0.00,0.00
2007-05-08,100.00,0.00,0.00,0.00,0.00,0.00
2007-05-15,21.21,78.79,0.00,0.00,0.00,0.00
2007-05-22,21.21,78.79,0.00,0.00,0.00,0.00
2007-05-29,100.00,0.00,0.00,0.00,0.00,0.00
2007-06-05,100.00,0.00,0.00,0.00,0.00,0.00
2007-06-12,100.00,0.00,0.00,0.00,0.00,0.00
2007-06-19,100.00,0.00,0.00,0.00,0.00,0.00
2007-06-26,100.00,0.00,0.00,0.00,0.00,0.00
2007-07-03,100.00,0.00,0.00,0.00,0.00,0.00
2007-07-10,100.00,0.00,0.00,0.00,0.00,0.00
2007-07-17,100.00,0.00,0.00,0.00,0.00,0.00
2007-07-24,100.00,0.00,0.00,0.00,0.00,0.00
2007-07-31,100.00,0.00,0.00,0.00,0.00,0.00
2007-08-07,100.00,0.00,0.00,0.00,0.00,0.00
2007-08-14,100.00,0.00,0.00,0.00,0.00,0.00
2007-08-21,100.00,0.00,0.00,0.00,0.00,0.00
2007-08-28,100.00,0.00,0.00,0.00,0.00,0.00
2007-09-04,100.00,0.00,0.00,0.00,0.00,0.00
2007-09-11,100.00,0.00,0.00,0.00,0.00,0.00
2007-09-18,100.00,0.00,0.00,0.00,0.00,0.00
2007-09-25,100.00,0.00,0.00,0.00,0.00,0.00
2007-10-02,100.00,0.00,0.00,0.00,0.00,0.00
2007-10-09,100.00,0.00,0.00,0.00,0.00,0.00
2007-10-16,100.00,0.00,0.00,0.00,0.00,0.00
2007-10-23,100.00,0.00,0.00,0.00,0.00,0.00
2007-10-30,100.00,0.00,0.00,0.00,0.00,0.00
2007-11-06,100.00,0.00,0.00,0.00,0.00,0.00
2007-11-13,34.99,65.01,0.00,0.00,0.00,0.00
2007-11-20,34.99,65.01,0.00,0.00,0.00,0.00
2007-11-27,35.52,64.48,0.00,0.00,0.00,0.00
2007-12-04,0.00,100.00,0.00,0.00,0.00,0.00
2007-12-11,0.00,100.00,0.00,0.00,0.00,0.00
2007-12-18,0.00,100.00,0.00,0.00,0.00,0.00
2007-12-25,0.00,100.00,0.00,0.00,0.00,0.00
2008-01-01,0.00,100.00,0.11,0.00,0.00,0.00
2008-01-08,0.00,100.00,16.50,0.00,0.00,0.00
2008-01-15,0.00,100.00,76.02,0.00,0.00,0.00
2008-01-22,38.97,61.03,0.00,0.00,0.00,0.00
2008-01-29,38.97,61.03,0.00,0.00,0.00,0.00
2008-02-05,38.97,61.03,0.00,0.00,0.00,0.00
2008-02-12,0.00,100.00,53.51,0.00,0.00,0.00
2008-02-19,0.00,100.00,53.51,0.00,0.00,0.00
2008-02-26,0.00,100.00,53.51,0.00,0.00,0.00
2008-03-04,0.00,100.00,53.51,0.00,0.00,0.00
2008-03-11,100.00,0.00,0.00,0.00,0.00,0.00
2008-03-18,100.00,0.00,0.00,0.00,0.00,0.00
2008-03-25,100.00,0.00,0.00,0.00,0.00,0.00
2008-04-01,100.00,0.00,0.00,0.00,0.00,0.00
2008-04-08,0.00,100.00,0.00,0.00,0.00,0.00
2008-04-15,0.00,100.00,0.00,0.00,0.00,0.00
2008-04-22,0.00,100.00,0.00,0.00,0.00,0.00
2008-04-29,0.00,100.00,0.00,0.00,0.00,0.00
2008-05-06,0.00,100.00,0.00,0.00,0.00,0.00
2008-05-13,0.00,100.00,0.00,0.00,0.00,0.00
2008-05-20,0.00,100.00,100.00,0.00,0.00,0.00
2008-05-27,0.00,100.00,100.00,0.00,0.00,0.00
2008-06-03,0.00,100.00,100.00,100.00,0.00,0.00
2008-06-10,0.00,100.00,100.00,100.00,0.00,0.00
2008-06-17,0.00,100.00,100.00,100.00,47.55,0.00
2008-06-24,0.00,100.00,100.00,100.00,81.37,0.00
2008-07-01,0.00,100.00,100.00,100.00,100.00,0.00
2008-07-08,0.00,100.00,100.00,100.00,100.00,0.00
2008-07-15,0.00,100.00,100.00,100.00,100.00,0.00
2008-07-22,0.00,100.00,100.00,100.00,100.00,0.00
2008-07-29,0.00,100.00,100.00,100.00,100.00,0.00
2008-08-05,0.00,100.00,100.00,100.00,100.00,0.00
2008-08-12,0.00,100.00,100.00,100.00,100.00,0.00
